subj	rel	obj
measure wind speed	structural-verb	measure
water decrease	result	animal move
control	kind of	function
impact	agent	factor
disperse seed	structural-verb	disperse
brake	result	skid
food source	has positive impact on	population
gaseous matter	instance of	matter
cool object	structural-noun	object
small width	structural-adjective	small
root grow	structural-verb	grow
hide	agent	animal
identify	patient	pure substance
swimming pool	structural-noun-compound	swimming
warn	instrument	knowledge
organism group	synonym	species
tinted lens	kind of	lens
soil layer	structural-noun-compound	soil
electric car	structural-noun	car
assemble something	agent	person
show change	structural-verb	show
vinegar water	kind of	solution
national park limit	patient	mining
break body part	structural-verb	break
protect	patient	cell membrane
natural disaster	structural-adjective	natural
have	patient	effect
divide	instrument	calculator
higher size	structural-adjective	higher
acid rain	has negative impact on	water
dump	result	add
tuna eat fish	has positive impact on	tuna
prey	has positive impact on	predator
waning crescent	structural-noun-compound	crescent
jump	patient	rope
take	patient	picture
behavioral adaptation	structural-noun	adaptation
plant reproduce	instrument	pollinate
measure	patient	distance
increase	antonym	decrease
light ray	structural-noun-compound	light
food variety	has positive impact on	person
describe size	structural-patient	size
positive impact	structural-noun	impact
soil	kind of	resource
escape	patient	predator
glacier melt	result	water
ocean become forest	structural-patient	forest
pumice	kind of	igneous rock
little	synonym	low amount
maintain	patient	health
electrical component	structural-noun	component
survive	instrument	warm body temperature
flood	agent	river
lowest	synonym	least amount
french southern and antarctic lands (france)	structural-noun-compound	french
use raw material	structural-verb	use
charles darwin study	structural-agent	charles darwin
aquatic animal	synonym	water animal
cut	kind of	wound
competition	has negative impact on	ability
oil and water	kind of	suspension
chipmunk	kind of	mammal
high	synonym	great altitude
power station	structural-noun-compound	station
fewer plant	structural-quantifier	fewer
plant transport nutrient	structural-patient	nutrient
change appearance	structural-verb	change
electron microscope create	patient	picture
water tower	structural-noun-compound	water
stir	patient	mixture
land feature	instance of	feature
autonomous region	structural-noun	region
greater value	structural-adjective	greater
soft material	structural-adjective	soft
absorb	patient	energy
break	patient	body part
fault line	structural-noun-compound	line
heavy object	structural-noun	object
physicist study	structural-agent	physicist
rainwater	kind of	water
time period	structural-noun-compound	period
tibet autonomous region	instance of	autonomous region
intensive properties	structural-adjective	intensive
sugar dissolve	structural-verb	dissolve
guitar string	structural-noun-compound	string
navigate	instrument	compass
32f	kind of	fahrenheit
prevailing westerlies	kind of	air
move	agent	air
protect	instrument	shelter
french polynesia (france)	structural-noun-compound	french
south pole	structural-noun-compound	south
tree number decrease	structural-verb	decrease
move down	structural-patient	down
reflect	result	backward
large land mass	structural-noun	land mass
group material	structural-patient	material
make object	structural-patient	object
coloration	kind of	adaptation
gasoline engine	kind of	engine
water body	structural-noun-compound	water
soup	kind of	liquid
less illness	structural-quantifier	less
control insect	structural-patient	insect
decrease temperature	structural-verb	decrease
natural magnetism	structural-adjective	natural
insulate	result	warm
survive	instrument	access resource
pot	kind of	object
food source	has positive impact on	animal
big amount	structural-noun	amount
small intestine	structural-noun-compound	intestine
lay egg	structural-verb	lay
nocturnal predator	structural-adjective	nocturnal
lay egg	result	reproduce
living thing grow	structural-verb	grow
deep sea animal	structural-noun-compound	sea
seek	synonym	try find
earth orbit	structural-verb	orbit
classify	synonym	group object
photosynthesize	agent	plant cell
sunlight	synonym	solar energy
eat	patient	insect
high temperature	has positive impact on	dissolve
create heat	structural-verb	create
walking	kind of	motion
smaller	synonym	less size
weathering process	structural-noun-compound	weathering
the past	structural-noun-compound	past
warm body	structural-adjective	warm
line graph	structural-noun-compound	graph
pluck	patient	string
decrease	agent	soil nutrient
sense	patient	sound
change height	structural-verb	change
flowing liquid	structural-noun	liquid
aquatic animal move	structural-agent	aquatic animal
human eat crop	structural-agent	human
old rock	structural-adjective	old
heard island and mcdonald islands (australia)	structural-noun-compound	mcdonald
offshore oil platform	structural-adjective	offshore
heat exposure	structural-noun-compound	exposure
natural environment	structural-adjective	natural
environmental factor	structural-noun	factor
tornado	kind of	weather
replace	instrument	replacement
impact	synonym	affect
weather	instrument	water
flood plain	structural-noun-compound	plain
prevailing westerlies	structural-adjective	prevailing
webbed feet	structural-adjective	webbed
alligator eat frog	structural-patient	frog
test water	has positive impact on	human
animal adapt	structural-agent	animal
fall	agent	sediment
leather	kind of	natural resource
south	kind of	direction
green	kind of	color
southern hemisphere	kind of	hemisphere
brown	kind of	color
asteroid impact	structural-verb	impact
mineral	kind of	natural material
plant die	kind of	seasonal change
refract	instrument	water
hurt	synonym	harm
move seed	structural-patient	seed
planet clear orbit	structural-patient	orbit
increase size	structural-verb	increase
reduce	patient	bacteria
sterling silver	kind of	alloy
metamorphoze	agent	insect
heat transfer	structural-verb	transfer
pole tilt from sun	structural-agent	pole
communicate	instrument	internet
hot	instance of	heat energy
learn	result	knowledge
ounce	kind of	unit
measure earthquake	structural-patient	earthquake
musical instrument	structural-adjective	musical
cornwall	instance of	county
preserved	synonym	old
butterfly lifespan	structural-noun-compound	lifespan
pull away	kind of	separate
weather	result	round rock
photosynthesize	agent	producer
rain	result	water
fly	kind of	motion
chiapas	structural-noun-compound	chiapas
lift	instrument	pulley
rub	kind of	contact
observe	synonym	gather information
sweat	result	cold
animal learn	patient	behavior
copper wire	structural-adjective	copper
round object	structural-noun	object
smooth	patient	rock
exercise	result	strong
sound energy	structural-noun-compound	energy
yorkshire	structural-noun-compound	yorkshire
dispose waste	structural-patient	waste
fiber	kind of	material
water vapour condense	result	rain
pedal	instrument	pedal
inherited characteristic	kind of	characteristic
see microscopic thing	structural-patient	microscopic thing
close object	structural-adjective	close
can see	structural-patient	see
lightning storm	structural-noun-compound	lightning
multicellular organism	kind of	living thing
view	synonym	observe light
nutrient	kind of	chemical compound
electricity power	structural-agent	electricity
reflect sunlight	structural-patient	sunlight
observe sky	instrument	telescope
carbon dioxide-oxygen cycle	structural-noun-compound	dioxide-oxygen
solid	kind of	phase
learn	patient	information
absorb	patient	wave
car engine run	result	motion
dry environment	structural-noun	environment
scaled animal	kind of	animal
inner mongolia autonomous region	structural-noun-compound	mongolia
plastic spoon	structural-noun-compound	spoon
feel pressure	structural-verb	feel
take in	synonym	acquire
test streak	structural-patient	streak
study	patient	fossil
carnivore	instance of	predator
strengthen bone	structural-verb	strengthen
nerve cell	structural-noun-compound	nerve
condense	agent	liquid water
western coral snake	structural-noun-compound	coral
body temperature	structural-noun-compound	body
cotton waste	structural-noun-compound	cotton
sutherland	structural-noun-compound	sutherland
heat	beneficiary	substance
muscular system	kind of	body system
republic of ireland	structural-noun-compound	ireland
combust	instrument	heat
alternative fuel	structural-noun	fuel
low altitude	structural-adjective	low
reflect	patient	light
add heat	result	chemical reaction
bat	kind of	animal
change location	structural-verb	change
tie back hair	kind of	safety measure
prevent	instrument	inhibitor
frog	kind of	aquatic animal
metal	kind of	natural resource
inner mongolia autonomous region	structural-noun-compound	region
volcanic eruption	structural-noun-compound	eruption
kinetic energy	structural-adjective	kinetic
réunion (france)	structural-noun-compound	france
bermuda (uk)	structural-noun-compound	uk
bad health	structural-noun	health
access	patient	resource
musical instruments	structural-noun	instruments
strength	kind of	property
compass	kind of	object
old tadpole	structural-noun	tadpole
look	instrument	eye
lightning storm	structural-noun-compound	storm
ladybug	kind of	insect
provide warmth	synonym	keep warm
born	result	population increase
observe earth	structural-patient	earth
egg survive	structural-verb	survive
rise	agent	water vapour
crop	kind of	food
dwarf planet	structural-noun	planet
democratic republic of the congo	structural-noun-compound	congo
centimeter	kind of	distance
alligator eat bird	structural-verb	eat
cut down	patient	forest
sediment cover organism remains	structural-patient	organism remains
cover	patient	hand
catch	patient	fire
sediment deposit	structural-agent	sediment
precipitation	synonym	rain
have oxygen	synonym	oxygenated
hand dryer	structural-noun-compound	hand
good road	structural-noun	road
low weight	structural-noun	weight
transport blood	structural-verb	transport
cover water	result	under water
harm species	has negative impact on	population size
washington, district of columbia	structural-noun-compound	washington
all other	structural-noun	other
cellular digestion	structural-noun-compound	cellular
protect	instrument	strong object
surface area	structural-noun-compound	area
reduce pollution	structural-verb	reduce
push	patient	button
cardiganshire	instance of	county
1 year	structural-quantifier	1
palm tree	structural-noun-compound	palm
tectonic plate	kind of	object
water absorb	structural-agent	water
reduce	patient	pollution
iron melting point	structural-noun-compound	iron
scratch glass	structural-verb	scratch
sound wave	synonym	sound energy
solid melt	structural-agent	solid
coahuila	structural-noun-compound	coahuila
recycle	patient	plant
instinctive behaviour	structural-adjective	instinctive
raccoon eat trash	structural-verb	eat
mountain range	structural-noun-compound	range
large size	has positive impact on	visibility
water bead	structural-noun-compound	bead
rock erode	result	soil
ice crystal	synonym	ice
little gas	structural-noun	gas
contain	synonym	have inside
use alternative fuel	result	save gasoline
all other	structural-quantifier	all
survive	agent	more
pollinating animal	synonym	pollinator
play	patient	music
live underground	structural-verb	live
bear eat berry	structural-agent	bear
use less	structural-verb	use
carry	synonym	move
pull	kind of	motion
liquid water	structural-adjective	liquid
instinctive characteristic	kind of	characteristic
water level	structural-noun-compound	water
small object	structural-noun	object
plant appear	kind of	event
plastic	kind of	resource
grow large	agent	object
talc	kind of	mineral
activate switch	structural-patient	switch
keep from	patient	happen
function	kind of	characteristic
island	kind of	landform
earth rotate	result	star move
carbon cycle	structural-noun-compound	cycle
carry	patient	food
round rock	structural-verb	round
mechanical energy	kind of	energy
landform	kind of	object
bird eat seed	structural-patient	seed
moving habit	structural-noun-compound	moving
defend	instrument	stinger
rose	kind of	flower
virginia	structural-noun-compound	virginia
store item	kind of	prepare
winter solstice	structural-noun-compound	solstice
liquid	kind of	phase
adult amphibian	structural-noun	amphibian
survive	has positive impact on	keep healthy
burn living thing	structural-verb	burn
mosquito	kind of	insect
pant	instrument	hang tongue
crack entity	structural-patient	entity
finish	synonym	end
variable volume	structural-adjective	variable
excrete	patient	urine
fewer plant	structural-noun	plant
watch	synonym	look at
uv light	structural-noun-compound	uv
float	instrument	tail
tennessee	structural-noun-compound	tennessee
animal scale	structural-noun-compound	animal
need help	structural-verb	need
dog weight	synonym	32 kg
eraser	kind of	solid
more speed	structural-noun	speed
trait	synonym	characteristic
kangaroo pouch	structural-noun-compound	kangaroo
different texture	structural-noun	texture
burn wood	structural-patient	wood
human eat crop	has negative impact on	crop
breathe	agent	tadpole
replace	instrument	money
impact	synonym	effect
nonrenewable resources	structural-noun	resources
fur coat	structural-noun-compound	fur
food	has positive impact on	animal
protect	has positive impact on	living entity
make	patient	happen
dew	kind of	liquid
cause	synonym	be responsible for
earth's axis	structural-noun-compound	axis
baking soda	structural-noun-compound	baking
show	patient	data
anchor plant	structural-patient	plant
ultraviolet ray	structural-noun-compound	ray
natural formation	structural-adjective	natural
resemble	synonym	similar characteristics
nuclear reaction	structural-adjective	nuclear
change	agent	entire community
reuse	result	avoid waste
insulate	instrument	rubber
arizona	structural-noun-compound	arizona
eat	instrument	beak
crab	kind of	water animal
electron microscope	structural-noun-compound	electron
energy level	structural-noun-compound	energy
same function	structural-adjective	same
reptile	kind of	animal
cardiganshire	structural-noun-compound	cardiganshire
transport food	instrument	preserve food
degrees kelvin	structural-noun-compound	degree
sandy soil	structural-adjective	sandy
nutrient	kind of	resource
bang drum	structural-patient	drum
turtle	kind of	omnivore
helpful effect	structural-noun	effect
electricity flow	instrument	closed circuit
prevent	patient	harm
retain water	agent	animal
gravitational energy	kind of	energy
measure length	structural-verb	measure
solar energy	kind of	light
conduct electricity	instrument	wire
compost pile	structural-noun-compound	pile
reproduce	agent	male
whale shark	kind of	shark
cool climate	structural-noun	climate
attract	patient	pollinator
kill fish	structural-verb	kill
die	result	inactive
move waste	structural-verb	move
young dog	structural-noun	dog
soft material	structural-noun	material
classify	instrument	property
find	patient	direction
complete circuit	result	electric current flow
shelter	agent	human
release ink	structural-patient	ink
become	agent	peat
protect living entity	structural-patient	living entity
west virginia	structural-noun-compound	virginia
disguise	result	hide
fewest	synonym	least number
seconds	synonym	s; sec
land mass	structural-noun-compound	land
solid matter	structural-adjective	solid
recycle	patient	resource
counter	result	stop
cool	instrument	fan
apply heat	structural-verb	apply
water channel	structural-noun-compound	channel
lower size	structural-adjective	lower
natural gas	kind of	fuel
breathe water	instrument	gill
blue light	structural-noun	light
prehistoric living thing become natural gas	structural-agent	prehistoric living thing
many sleep	structural-quantifier	many
little drop	structural-noun	drop
large	instance of	size
happen	kind of	event
warmth	instrument	hair
brain control body	structural-verb	control
many cell	structural-quantifier	many
destroy living thing	structural-patient	living thing
seasonal change	kind of	environmental change
break material	structural-patient	material
become	agent	vegetation
hibernate	instrument	mud
british indian ocean territory (united kingdom)	structural-noun-compound	ocean
cook food	result	kill bacterium
rise	agent	temperature
push flexible container	result	change shape
reflect	patient	light ray
streak	kind of	color
greatest mass	structural-noun	mass
preserve	patient	food
bacterium	kind of	decomposer
fewer	synonym	lower number
dissolve	agent	carbonic acid
water bead	structural-noun-compound	water
smooth rock	structural-patient	rock
use object	structural-patient	object
obtain information	structural-verb	obtain
digestive system	structural-noun-compound	digestive
environment change	structural-agent	environment
organism niche	structural-noun-compound	niche
remove	patient	process inhibitor
exhale	goal	air
alligator eat fish	structural-patient	fish
meadow vole eat insect	has negative impact on	insect
invent	agent	louis pasteur
thickness	kind of	measure
electrical insulation	structural-noun-compound	electrical
heat change matter state	structural-agent	heat
increase	patient	size
housing development	structural-noun-compound	housing
weather	instrument	plant root
alligator eat frog	structural-agent	alligator
weather	result	small piece
lower weight	structural-quantifier	lower
physical activity	structural-adjective	physical
horizontal axis	structural-noun	axis
sunset	structural-noun-compound	sun
perform experiment	structural-patient	experiment
peeblesshire	structural-noun-compound	peeblesshire
frying pan	structural-noun-compound	pan
collect	synonym	gather
medium heat energy	structural-noun	heat energy
push button	structural-patient	button
white tile	structural-adjective	white
united states virgin islands (us)	structural-noun-compound	islands
cayman islands (uk)	structural-noun-compound	cayman
environmental change	structural-noun	change
electric current flow	structural-verb	flow
taste sweet	structural-patient	sweet
reduce food	structural-verb	reduce
light colour	structural-noun	colour
push switch	synonym	activate switch
lay	agent	mosquito
western coral snake	structural-noun-compound	western
wash out	instrument	water
deeper	synonym	greater depth
remove hot object	instrument	touch hot object
lower number	structural-noun	number
m e	structural-noun	e
living thing survive	structural-agent	living thing
moon orbit earth	structural-verb	orbit
bad reaction	structural-noun	reaction
absorb sunlight	beneficiary	plant
tibet	structural-noun-compound	tibet
reuse object	kind of	recycle
berwickshire	structural-noun-compound	berwickshire
pull plow	structural-verb	pull
1 day	instance of	duration
chimpanzee dig	structural-verb	dig
baby bird	structural-noun	bird
destroy habitat	result	animal die
moving object	structural-adjective	moving
morning glory	structural-noun-compound	glory
guadeloupe (france)	structural-noun-compound	france
lincolnshire	structural-noun-compound	lincolnshire
guitar string	structural-noun-compound	guitar
sediment cement	result	sedimentary rock
grow fur	kind of	seasonal change
piano	kind of	musical instrument
warm	instrument	heat
2 kg	structural-quantifier	2
push object	structural-patient	object
remove forest	instrument	cut down tree
variable shape	structural-noun	shape
release	agent	source
building move	structural-verb	move
change height	structural-patient	height
odor	synonym	smell
tree produce	structural-verb	produce
animal move	instrument	energy
physical feature	structural-adjective	physical
transport food	goal	plant
increase daylight	structural-patient	daylight
condense	result	liquid
gamete development	structural-noun-compound	gamete
new york state	structural-noun-compound	new
destroy	patient	environment
drive	instrument	car
sort	patient	kind
bear eat insect	has negative impact on	insect
heilongjiang	structural-noun-compound	heilongjiang
eat	agent	meadow vole
scientific evidence	structural-noun-compound	scientific
hummingbird	kind of	animal
light brown	structural-noun	brown
acidic	instance of	acidity
2 kg	structural-noun	kg
breathe	patient	young amphibian
usual	antonym	varying
move	patient	down
change ecosystem	agent	human
change position	structural-patient	position
perform	patient	task
salt water evaporate	structural-agent	salt water
appear	agent	plant
weather	instrument	weather
lower number	structural-adjective	lower
consumer eat organism	structural-verb	eat
many cell	structural-noun	cell
winter solstice	structural-noun-compound	winter
ninth planet	structural-adjective	ninth
bend light	synonym	refract
federal district	structural-noun-compound	federal
be insulated	instrument	insulation
hard object	structural-noun	object
plain	kind of	environment
see small thing	structural-patient	small thing
tectonic plate move	structural-verb	move
hard object	structural-adjective	hard
remove dead organism	structural-patient	dead organism
use alternative fuel	structural-verb	use
internal organ	structural-noun-compound	organ
spread	patient	seed
cover	agent	sediment
push bone	instrument	muscle
absorb light	instrument	chlorophyll
electric device turn on	structural-agent	electric device
bowl-shaped lake	structural-noun	lake
big amount	structural-adjective	big
feel pressure	instrument	nerve
remove hot object	structural-verb	remove
stay	result	warm
heat energy	kind of	energy
magnetic field	structural-noun-compound	field
minnesota	instance of	state
record image	instrument	camera
environment color	structural-noun-compound	environment
different color	structural-noun	color
young frog	structural-adjective	young
soil texture	structural-noun-compound	soil
hidalgo	instance of	state
slate	kind of	metamorphic rock
soil nutrient	structural-noun-compound	soil
monitor	patient	location
washington state	structural-noun-compound	washington
rubber band	structural-noun-compound	rubber
guadeloupe (france)	structural-noun-compound	guadeloupe
kinross-shire	instance of	county
remove animal habitat	structural-verb	remove
satellite orbit planet	structural-patient	planet
glacial environment	structural-noun-compound	glacial
kincardineshire	instance of	county
destroy habitat	has negative impact on	animal
increase important object	structural-verb	increase
kangaroo drink milk	structural-agent	kangaroo
cushion	kind of	object
survival	synonym	survive
sick people	structural-noun	people
reduce	patient	pollutant
pull	patient	plow
ivy plant	structural-noun-compound	ivy
estuary water	structural-noun-compound	estuary
destroy pathogen	structural-verb	destroy
burn	agent	candle
disappear	result	gone
gamete development	structural-noun-compound	development
provide	kind of	function
observe	synonym	make observation
move soil	result	soil erosion
same material	structural-noun	material
hot surface	structural-noun	surface
rock	kind of	nonliving thing
add heat energy	structural-verb	add
maine	structural-noun-compound	maine
liquid matter	structural-noun	matter
blow whistle	result	noise
flat leaf	structural-noun	leaf
water	kind of	substance
sea anemone	structural-noun-compound	anemone
play music	structural-patient	music
complete circuit	structural-verb	complete
heat	result	warm
exhale	agent	animal
organism	synonym	living thing
rough	instance of	texture
increase number	structural-patient	number
lay egg	agent	reptile
sunlight intensity	structural-noun-compound	intensity
fault line	structural-noun-compound	fault
guizhou	instance of	province
oxygen	instance of	waste product
nest	has positive impact on	bird
car	kind of	vehicle
tungsten	kind of	metal
carbon monoxide	structural-noun-compound	carbon
greater value	structural-noun	value
play music	structural-verb	play
himalayas	kind of	mountain range
smell	kind of	sense
telephone	kind of	electrical device
large	antonym	small
california	instance of	state
river flow	result	canyon
tape measure	structural-noun-compound	measure
break down	patient	rock
spotted	kind of	color pattern
form	synonym	kind
animal eat	result	survive
block sunlight	result	dark
water animal	structural-noun	animal
plant grow	instrument	photosynthesize
add	kind of	change
wipe up spill	structural-verb	wipe up
deep lake	structural-noun	lake
use renewable resource	structural-verb	use
cut down tree	has negative impact on	ecosystem
electrocute	instrument	electricity
caernarfonshire	structural-noun-compound	caernarfonshire
weather	patient	rock
destroy	result	reduce amount
cook islands (new zealand)	structural-noun-compound	new
use	patient	energy
blue jay	kind of	bird
rotate	synonym	turn
pop popcorn	structural-verb	pop
prevent transfer	instrument	thermal insulator
south korea	structural-noun-compound	korea
dry	result	less water
magnetism	kind of	physical property
fall	kind of	season
vehicle compete	synonym	race
plant survive	instrument	specific climate
instrument	synonym	tool
tidal energy	structural-noun-compound	tidal
land formation	structural-noun-compound	formation
baby develop	structural-verb	develop
dense forest	structural-adjective	dense
ecosystem role	structural-noun-compound	ecosystem
moving charged particles	structural-adjective	charged
apply heat	synonym	add heat energy
iowa	instance of	state
boil	instrument	heat
dumfriesshire	instance of	county
nonliving thing	structural-noun	thing
low amount	structural-adjective	low
new south wales	instance of	state
cook food	instrument	pot
affect organism niche	structural-verb	affect
waxing gibbous	structural-noun-compound	gibbous
ashmore and cartier islands (australia)	structural-noun-compound	islands
fife	structural-noun-compound	fife
grow	agent	living thing
molecule	kind of	object
object cool	result	cold
harmful chemical	structural-adjective	harmful
animal harm	structural-noun-compound	animal
crack sidewalk	structural-verb	crack
hunt	instrument	kill animal
hebei	structural-noun-compound	hebei
crumple	result	irregular object
use switch	structural-patient	switch
large size	structural-adjective	large
rabbit eat plant	structural-verb	eat
power	patient	electrical device
observe sky	structural-patient	sky
valley quail	structural-noun-compound	quail
plate tectonics	structural-noun	tectonics
state	kind of	place
big eye	structural-noun	eye
quebec	structural-noun-compound	quebec
weather	instrument	soil
prehistoric animal remains	structural-noun	animal remains
protect cell	structural-patient	cell
drive vehicle	structural-patient	vehicle
fujian	instance of	province
above amount	structural-adjective	above
drink milk	structural-verb	drink
butterfly	kind of	animal
june 21	structural-noun-compound	june
illuminate	instrument	light bulb
plate tectonic	structural-noun-compound	tectonic
block sunlight	instrument	large tree
mix	result	mixture
less size	structural-adjective	less
warn	beneficiary	people
new location	structural-adjective	new
forest fire	structural-noun-compound	forest
food	has positive impact on	give birth
flow	agent	electricity
grow large	structural-verb	grow
keep happening	structural-verb	keep
soil erosion	structural-noun-compound	soil
good insulator	structural-adjective	good
dumfriesshire	structural-noun-compound	dumfriesshire
sting	agent	bee
many water	structural-noun	water
safety goggle	structural-noun-compound	safety
fall	agent	precipitation
strengthen bone	structural-patient	bone
rain gauge	kind of	graduated cylinder
less liquid	structural-noun	liquid
operate toy	structural-patient	toy
cool	result	decrease temperature
sample	patient	water
vertebrate animal	structural-noun-compound	animal
paper	kind of	object
physical state	structural-noun-compound	physical
definite volume	structural-adjective	definite
cell membrane	structural-noun-compound	cell
tectonic plate	structural-noun-compound	tectonic
rain gauge	structural-noun-compound	rain
seed	kind of	food
study moving habit	instrument	know location
good bacteria	has positive impact on	living entity
electrical device	kind of	device
gloucestershire	structural-noun-compound	gloucestershire
increase temperature	structural-verb	increase
increase resource	structural-verb	increase
polar bear	kind of	bear
can	kind of	object
recyclable material	structural-noun	material
natural material	structural-adjective	natural
water vapour	kind of	water
waxing crescent	structural-noun-compound	crescent
feel heat	structural-verb	feel
eat	agent	animal
discover shape	instrument	touch
communicate	instrument	television
durango	instance of	state
identify pure substance	structural-patient	pure substance
weight	kind of	unit
liquid	kind of	state
carry	agent	liquid
bottle	kind of	container
time taken	structural-verb	taken
two	instance of	number
gallons	kind of	volume
cold	kind of	temperature
toxic	synonym	poisonous
thermal glove	kind of	safety gear
oil	kind of	resource
revolve	agent	moon
producer	kind of	living entity
cool	antonym	hot
high heat energy	structural-noun	heat energy
light year	structural-noun-compound	light
play instrument	structural-patient	instrument
spoil	agent	food
rapidly	synonym	quickly
sinaloa	instance of	state
drink	patient	beverage
eat food	result	energy
dunbartonshire	structural-noun-compound	dunbartonshire
add	patient	heat
egg survive	structural-agent	egg
pepper	kind of	solid
cloudy	instance of	weather
butter	kind of	solid
move	agent	car
hunt food	structural-patient	food
need help	structural-patient	help
protect plant	structural-verb	protect
feet	kind of	length
maintain health	instrument	object
surrey	instance of	county
nairnshire	structural-noun-compound	nairnshire
san marino	structural-noun-compound	san
special administrative region	structural-noun-compound	special
balance ball	kind of	trick
deepest	synonym	greatest depth
develop	agent	egg
circular motion	structural-noun	motion
manipulate	instrument	arm
survive	agent	aquatic animal
gas	kind of	substance
pour water	structural-verb	pour
preserved remains	structural-adjective	preserved
harm environment	structural-verb	harm
skunk produce bad odor	structural-patient	bad odor
ayrshire	instance of	county
eat	patient	fresh food
keep	patient	cool
higher temperature	structural-noun	temperature
eat food	kind of	habit
dead organism	structural-noun	organism
reuse	patient	renewable resource
study	patient	soil sample
add salt	result	decrease melting point
tropical environment	structural-noun	environment
stop vehicle	structural-patient	vehicle
eastern hemisphere	structural-adjective	eastern
nature preserve	kind of	habitat
harm building	structural-patient	building
repair cell	instrument	protein
ferromagnetic metals	structural-noun	metals
lunar surface	structural-noun	surface
reflect	kind of	characteristic
speckled	kind of	color pattern
find	patient	information
pecan tree	structural-noun-compound	tree
kinross-shire	structural-noun-compound	shire
eat food	agent	animal
tire	kind of	object
people's republic of china	structural-noun-compound	china
small thing	structural-adjective	small
classify	instrument	sort kind
heat carbon	structural-patient	carbon
know	patient	location
bear eat animal	has positive impact on	bear
save money	structural-patient	money
middlesex	instance of	county
absorb	synonym	capture
cool lava	structural-noun	lava
spread seed	structural-verb	spread
conduct	instrument	thermal conductor
washington, district of columbia	structural-noun-compound	district
mica	kind of	mineral
sunrise	structural-noun-compound	sun
moon rise	structural-agent	moon
physicist study	patient	energy
circular motion	structural-adjective	circular
home	kind of	building
laboratory coat	structural-noun-compound	coat
blow	patient	whistle
galileo galilei improve telescope	structural-agent	galileo galilei
move	patient	around
wipe up spill	kind of	safety measure
clear forest	synonym	cut down tree
measure temperature	instrument	thermostat
warm	result	hot
air vibrate	structural-agent	air
mississippi delta	structural-noun-compound	mississippi
condense	agent	gas
little water	has negative impact on	plant population
use	agent	weed
produce	patient	sound
form	synonym	create
observe earth	instrument	satellite
try find	structural-verb	try
produce	result	product
many food	structural-noun	food
source cool down	structural-agent	source
in common	structural-noun-compound	common
obtain food	structural-verb	obtain
baby dog	structural-adjective	baby
provide energy	structural-verb	provide
planet clear orbit	structural-agent	planet
organic matter	has positive impact on	soil texture
decay	agent	dead
last quarter	structural-noun	quarter
south pole	structural-noun-compound	pole
avoid predator	agent	living entity
rod	kind of	object
crumple	result	compact
northern summer	structural-noun	summer
guitar string	kind of	string
form	agent	matter
invent	patient	tool
wire	kind of	object
poison organism	structural-patient	organism
moisture	has positive impact on	hurricane
avoid waste	structural-verb	avoid
provide	patient	support
similar characteristic	structural-adjective	similar
require resource	has positive impact on	health
local organism	structural-adjective	local
female bird sit	structural-agent	female bird
lift flag	structural-patient	flag
different size	structural-adjective	different
go through	synonym	transmit
move	instrument	mechanical energy
tropical environment	structural-adjective	tropical
butterfly	kind of	organism
contain	patient	water
hibernation	kind of	inherited behaviour
disperse seed	structural-patient	seed
water absorb solar energy	structural-agent	water
describe	instrument	measure
distant object	structural-noun	object
many metal	structural-quantifier	many
weathering	kind of	erosion
kill	patient	plant
replace tree	synonym	plant tree
moon orbit earth	structural-patient	earth
prevent	patient	transfer
transport water	instrument	tissue
get warm	structural-adjective	warm
cell phone	structural-noun-compound	phone
new predator	has negative impact on	prey
cut material	structural-verb	cut
birth	agent	mother
move	patient	waste
tinted lenses	structural-noun	lenses
feel	patient	heat
drop	result	touch
change shape	structural-patient	shape
line graph	kind of	graph
photosynthesize	instrument	solar energy
boiling point	structural-noun-compound	boiling
non-contact force	structural-noun	force
make happen	structural-patient	happen
tree lifespan	structural-noun-compound	tree
bury	patient	seed
december	kind of	month
glacier move	structural-agent	glacier
release ink	structural-verb	release
soft iron	structural-noun-compound	iron
important object	structural-adjective	important
central african republic	structural-noun-compound	republic
duration	kind of	time
quartz	kind of	mineral
dark	synonym	dark color
magnetic material	structural-noun	material
block sunlight	structural-patient	sunlight
radiation affect	structural-verb	affect
pollination	kind of	process
saint pierre and miquelon (france)	structural-noun-compound	pierre
shale	kind of	sedimentary rock
reflect light	synonym	reflect light ray
thickness	has negative impact on	tear
flood	result	soil
help entity	structural-patient	entity
show datum	instrument	line graph
decimeters	kind of	length
use raw material	result	waste
cook	instrument	pot
0.5 kg	structural-quantifier	0.5
sunlight amount	structural-noun-compound	amount
blow whistle	instrument	blow air
small mineral	structural-noun	mineral
expand	kind of	change
meadow vole eat insect	structural-verb	eat
touch	agent	container
invent telephone	structural-patient	telephone
water resistant	structural-noun-compound	resistant
canyon	kind of	landform
animal scale	structural-noun-compound	scale
flat land surface	structural-adjective	flat
united arab emirates	structural-noun-compound	united
f e	structural-noun	e
evaporate	result	spread out
move	instrument	stored energy
zero population	synonym	extinct
meteoroid impact	result	crater
absorb light	structural-verb	absorb
greater number	structural-adjective	greater
mine	result	mineral
cellular telephone	structural-noun-compound	telephone
south dakota	structural-noun-compound	south
hebei	instance of	province
climb object	structural-patient	object
work	synonym	function
plant root	structural-noun-compound	plant
start current	instrument	switch
plant transport water	instrument	stem
move soil	structural-patient	soil
harm living thing	structural-patient	living thing
higher	synonym	greater value
eagle	kind of	bird
