subj	rel	obj
temperature drop	structural-verb	drop
power plant	structural-noun-compound	plant
mississippi	instance of	state
landform	kind of	natural formation
solar energy	structural-noun	energy
platinum	has property	magnetic
small diameter	structural-noun	diameter
remove forest	structural-patient	forest
anhui	at location	people's republic of china
sound energy	has property	sound intensity
moon reflect sunlight	structural-agent	moon
earth surface	structural-noun-compound	surface
rain	at location	cloud
mechanical system	structural-adjective	mechanical
change shape	instrument	flexibility
spine	kind of	object
midlothian	synonym	edinburghshire
plant born	instrument	seed
body part	structural-noun-compound	body
sea grass	kind of	plant
tape measure	kind of	tool
streak plate	structural-noun-compound	streak
glacier	kind of	body of water
transfer energy	instrument	sunlight
nonrenewable resources	structural-adjective	nonrenewable
orbit	patient	star
be near dangerous object	structural-verb	be near
bring oxygen	structural-verb	bring
send electricity	instrument	conductor
low	synonym	low elevation
pot	kind of	container
rock	has property	young
decrease	agent	temperature
soil wash away	structural-agent	soil
destroy habitat	result	animal move
atmosphere	has subcomponent	liquid
environment	has property	temperature
loss	derivational morphology	lose
control pollution	structural-verb	control
electric current flow	at location	conductor
spider	kind of	animal
size	has property	less
breathe water	structural-verb	breathe
reflect light	instrument	shiny thing
muscular system	structural-noun-compound	system
invent	patient	television
cheshire	at location	england
most	instance of	amount
dwarf planet	kind of	small planet
cactus	kind of	plant
falling water produce electricity	synonym	hydropower
food spoil	instrument	microorganism
most sunlight	structural-noun	sunlight
work	kind of	measure
mpg	synonym	miles per gallon
high tide	structural-noun-compound	tide
visibility decrease	structural-verb	decrease
palm tree	kind of	tree
few nutrient	structural-quantifier	few
shade	synonym	low sunlight
excrete urine	structural-patient	urine
renew soil	structural-verb	renew
create cocoon	structural-verb	create
car accident	has property	dangerous
water evaporate	result	limestone
carbon steel	has property	ferromagnetic
improve	patient	telescope
plant reproduce	structural-agent	plant
southern summer	structural-adjective	southern
solar energy	kind of	resource
determine	instrument	observe
big leaf	structural-adjective	big
habitat support	structural-verb	support
sturdy material	structural-adjective	sturdy
moon	synonym	earth's moon
pollutions	derivational morphology	pollute
experimentation	derivational morphology	experiment
season change	structural-verb	change
keep	patient	happening
string vibrate	structural-agent	string
butterfly	has property	young
stove	causes	heat
destroy animal habitat	structural-verb	destroy
aquatic plant survive	structural-verb	survive
grow	result	increase number
vinegar water	structural-noun-compound	vinegar
peru	at location	southern hemisphere
pasteur	derivational morphology	pasteurize
higher	synonym	greater amount
producer produce	result	sugar
make	instrument	resource
produce	agent	falling water
north dakota	structural-noun-compound	dakota
keep cool	structural-patient	cool
ice cube	structural-noun-compound	ice
store energy	instrument	carbohydrate
mine	result	rock
frog	kind of	amphibian
plant matter	structural-noun-compound	matter
dinosaur	kind of	extinct animal
monitor location	instrument	tag
surface	has property	reflective
perform	patient	experiment
aquatic plant	structural-noun-compound	plant
discover shape	structural-verb	discover
build	patient	home
pollute	agent	vehicle
south georgia and the south sandwich islands (united kingdom)	structural-noun-compound	georgia
logging	derivational morphology	log
take in	synonym	receive
attract prey	instrument	light
georgia	at location	northern hemisphere
statue	kind of	object
tidal range	kind of	measure
freezing point	kind of	temperature
evaporate	agent	salt water
higher	synonym	above number
heat	result	temperature increase
ocean	kind of	environment
native plant	structural-adjective	native
earth revolve	result	star move
ride	instrument	bike
chlorophyll	kind of	pigment
lay egg	agent	adult animal
crumple	kind of	change shape
armenia	at location	northern hemisphere
water decrease	structural-agent	water
other organism	structural-adjective	other
rise	kind of	motion
treat	patient	water
create simple circuit	instrument	battery
study weather	structural-verb	study
lose skin	structural-verb	lose
rain	causes	rainbow
kinetic energy	causes	heat
measure	patient	air pressure
detect	instrument	echolocation
sky conditions	derivational morphology	sky condition
insulator	kind of	material
perform cellular respiration	structural-patient	cellular respiration
solar energy	structural-adjective	solar
monday	instance of	day
survive	instrument	animal adapt
decrease negative thing	structural-verb	decrease
colder	synonym	lower temperature
night sky	has subcomponent	night sky star
animal survive	instrument	water
gasoline engine	structural-noun-compound	gasoline
soil	has subcomponent	weathered rock
norfolk island (australia)	at location	southern hemisphere
lower	synonym	less
farm meat	structural-noun-compound	farm
inverness-shire	at location	scotland
salt water evaporate	result	salt
birth	has property	live
body	has subcomponent	excretory system
bird eat berry	structural-agent	bird
natural magnetism	structural-noun	magnetism
move pedal	structural-verb	move
vertebrate animal	has subcomponent	backbone
water move sediment	structural-patient	sediment
measure rainfall	instrument	length
liquid matter	has property	definite volume
echolocation	causes	echo
object	has property	distant
reuse	derivational morphology	reusable
ukraine	at location	northern hemisphere
v	has property	m
elevation	has property	low
instinctive behavior	structural-adjective	instinctive
celestial body move	structural-verb	move
little liquid	structural-quantifier	little
great length	structural-adjective	great
south africa	at location	southern hemisphere
sleet	kind of	ice
reduced amount	structural-noun	amount
earthquake magnitude	structural-noun-compound	magnitude
light candle	structural-verb	light
see star	structural-agent	see
worm	kind of	animal
satellite	kind of	instrument
french southern and antarctic lands (france)	structural-noun-compound	france
shine	synonym	emit light
learned characteristic	structural-noun	characteristic
tree	kind of	living thing
store water	instrument	stem
water tower	kind of	habitat
glacier melt	structural-verb	melt
rocket engine	causes	speed
shiny surface	structural-adjective	shiny
scratch glass	instrument	quartz
acid	has property	acidic
food	kind of	resource
water lily	kind of	green plant
fire destroy	structural-agent	fire
herbivore	synonym	first-level consumer
resist damage	structural-patient	damage
hawks	derivational morphology	hawk
ocean moisture	structural-noun-compound	ocean
dry	antonym	water
sweat	result	cool
store item	structural-verb	store
operate	agent	vehicle
advance	synonym	improve
flow	agent	water
pant	result	cool body
alternative energy resource	structural-adjective	alternative
land	has property	new
planet	has property	ninth
electrical conductor	has subcomponent	outlet
evaporate	kind of	change
thing	has property	nonliving
turks and caicos islands (uk)	structural-noun-compound	islands
acorn	kind of	seed
louisiana	at location	united states of america
measure weight	instrument	balance
food	kind of	object
rain	causes	erode
make	patient	discovery
wall	kind of	object
cellular digestion	structural-noun-compound	digestion
cooler	synonym	lower temperature
hit drum	structural-verb	hit
m o v	structural-adjective	o
salt and pepper	has subcomponent	pepper
bury peat	structural-patient	peat
seconds	kind of	time
nervous system	structural-noun-compound	system
waxy leaf	structural-noun	leaf
reflect	patient	sunlight
week	kind of	duration
drought	causes	wildfire
ice cube	structural-noun-compound	cube
rainy weather	structural-adjective	rainy
genetic information	structural-noun	information
liquid	has property	density
flipper	kind of	limb
nest	has subcomponent	branch
component	synonym	part
plant grow	instrument	seed
object	has property	nonmagnetic
power plant	synonym	power station
exercise	kind of	physical activity
natural occurrence	structural-adjective	natural
required items	structural-noun	items
move	agent	tire
djibouti	at location	southern hemisphere
take picture	structural-verb	take
weather	result	smooth rock
saint kitts and nevis	structural-noun-compound	kitts
observe star	instrument	telescope
threaten	agent	threat
melt	instrument	melting point
water resistant	structural-noun-compound	water
play drum	structural-verb	play
stars	derivational morphology	star
fast action	structural-noun	action
measure	patient	weight
forfarshire	structural-noun-compound	forfarshire
receive rain	structural-patient	rain
sense light	structural-patient	light
object piece	structural-noun-compound	piece
observe	patient	star
north pole	has property	near
virus	causes	food poisoning
electrical discharge	structural-adjective	electrical
geologic landform	structural-adjective	geologic
bread	kind of	food
survive	synonym	live
stay warm	synonym	keep warm
use	patient	switch
balance ball	structural-patient	ball
cape verde	structural-noun-compound	verde
ice melt	structural-agent	ice
sight	synonym	vision
many material	structural-quantifier	many
little energy	structural-quantifier	little
heat	instrument	electricity
gallons	synonym	gal
decide	patient	class
scale	has property	hard
sell	beneficiary	person
study history	structural-verb	study
generation	has subcomponent	parent
mile	kind of	distance
charles	derivational morphology	charles
move	patient	sediment
avoid	patient	fossil fuel
frozen	synonym	solid
earthworm	kind of	decomposer
duck	kind of	animal
specialized	derivational morphology	specialize
natural process	structural-noun	process
inherited behaviour	structural-noun	behaviour
take	patient	resource
norfolk island (australia)	structural-noun-compound	australia
sidewalk	at location	outside
bike	synonym	bicycle
1927	has subcomponent	invent television
save	synonym	prevent death
waxing gibbous	kind of	moon phase
organic material	structural-noun-compound	organic
flower	kind of	plant
runoff	has subcomponent	pesticide
attract	result	near
huntingdonshire	instance of	county
tool	has subcomponent	part
cow	kind of	animal
cromartyshire	instance of	county
day	has subcomponent	afternoon
measure	patient	material
ecosystem role	structural-noun-compound	role
omnivore	instance of	predator
have	patient	offspring
bouvet island (norway)	at location	southern hemisphere
bury	agent	animal
harm building	structural-verb	harm
nocturnal predator hunt	structural-verb	hunt
keep warm	instrument	fur
0 speed	structural-noun	speed
dispose	patient	waste
know location	structural-verb	know
gather information	structural-patient	information
soil texture	structural-noun-compound	texture
baking soda	structural-noun-compound	soda
stirlingshire	instance of	county
anguilla (uk)	structural-noun-compound	anguilla
open container	structural-verb	open
material	has property	synthetic
plate tectonics	structural-noun	plate
haddingtonshire	instance of	county
see	instrument	lightbulb
circulatory system	structural-noun-compound	system
exercise	derivational morphology	exercise
alloy	has subcomponent	metal
sun set	result	night
communication	derivational morphology	communicate
brecknockshire	at location	wales
drink	agent	animal
see microscopic thing	instrument	microscope
harmful chemicals	structural-adjective	harmful
heat body	structural-patient	body
wood	kind of	resource
mouse give birth	result	live young
attract prey	structural-patient	prey
change	agent	daylight
harm species	structural-verb	harm
stomach acid	structural-noun-compound	acid
identical twin	structural-noun-compound	identical
croatia	at location	northern hemisphere
use less	structural-patient	less
leave undisturbed	structural-verb	leave
insulate	instrument	wax
condense	agent	water vapour
clothes	synonym	clothing
tibet	at location	people's republic of china
sick person	structural-noun	person
squirrel eat edible plant	structural-agent	squirrel
produce seed	structural-patient	seed
grand canyon	structural-noun-compound	canyon
cover	kind of	protection
speed	has property	higher
stopped	synonym	zero speed
different plant	structural-noun	plant
classroom	kind of	room
do chore	kind of	learned characteristic
environment	has subcomponent	organism
louisiana	structural-noun-compound	louisiana
deposit	kind of	move
release	result	decrease amount
measure distance	instrument	tape measure
glacier ice melt	result	kettle
animal	has subcomponent	head
investigate life cycle	structural-patient	life cycle
migration	kind of	behavior
coal	kind of	fuel
break down rock	structural-patient	rock
méxico	instance of	state
faster	synonym	higher speed
form rust	structural-patient	rust
use raw material	instrument	absorb
snail	has subcomponent	shell
solar radiation	structural-noun-compound	radiation
read	patient	instruction
transport water	kind of	function
set	kind of	motion
weed use	patient	instrument
warm body temperature	structural-adjective	warm
move	agent	glacier
maldives	at location	northern hemisphere
shaanxi	structural-noun-compound	shaanxi
state of palestine	structural-noun-compound	state
shelter	kind of	building
carbonated beverage	structural-noun	beverage
devon	instance of	county
cyan	kind of	color
prevent flow	structural-patient	flow
support	instrument	skeletal system
graduated cylinder	kind of	instrument
drum	kind of	musical instrument
some	instance of	amount
substance	has property	neutral
south shetland islands (antarctic treaty signatories)	structural-noun-compound	treaty
read	kind of	activity
crack sidewalk	structural-patient	sidewalk
sonora	at location	mexico
owl	kind of	bird
month	kind of	duration
excretory system	structural-noun	system
food	has subcomponent	pesticide
morayshire	instance of	county
reflect	agent	tinted lenses
enter	patient	eye
muscle cells	derivational morphology	muscle cell
earth orbit sun	result	season change
small planet	structural-noun	planet
territory of new caledonia and dependencies (france)	structural-noun-compound	france
definite	antonym	variable
low air pressure	causes	flexible container expand
produce	agent	light bulb
add salt	structural-verb	add
change color	structural-verb	change
peck	patient	shell
moon	has property	new
hit object	structural-verb	hit
baby cat	structural-noun	cat
fewer prey	structural-quantifier	fewer
fall	kind of	come down
clear	antonym	opaque
food web	synonym	food chain
animal	has property	immature
wiltshire	at location	england
metals	derivational morphology	metal
decaying	derivational morphology	decay
sunlight	has property	light
inhale	goal	lung
animal	kind of	living entity
warm	antonym	cold
camouflage	kind of	adaptation
bicycle	kind of	vehicle
cool body	structural-verb	cool
kidney	kind of	organ
rocket engine	structural-noun-compound	engine
daytime	synonym	day
reflect	patient	sound
shanghai municipality	at location	people's republic of china
excrete urine	structural-verb	excrete
add heat	causes	kill virus
nebraska	at location	united states of america
herbivore eat plant	structural-patient	plant
water move sediment	structural-verb	move
natural geological process	structural-adjective	natural
western coral snake	has property	poisonous
human eat seed	structural-agent	human
food	at location	mouth
greater temperature	structural-adjective	greater
stop current	at location	electrical circuit
cease to exist	structural-verb	cease
decompose	agent	earthworm
harm person	structural-patient	person
change	patient	position
absorb sunlight	result	heat
increase size	structural-patient	size
eagle eat lizard	structural-agent	eagle
food decrease	structural-verb	decrease
pan	similar to	frying pan
moon's surface	structural-noun-compound	surface
electron leave atom	structural-agent	electron
mountain top	structural-noun-compound	mountain
moon revolve	structural-agent	moon
disperse seed	agent	squirrel
surface	has property	flatness
entity	has property	living
plant	agent	human
hear	instrument	ear
earth revolve	result	season change
gravity	causes	soil erosion
object	has property	magnetism
record observation	instrument	measure
use	result	decrease amount
inspect	synonym	examine
liquid push	structural-verb	push
baby dog	structural-noun	dog
nitratine	has property	magnetic
living thing	has property	native
push heavy object	structural-verb	push
protect	instrument	scale
low vibration	structural-noun	vibration
ice cream	kind of	solid
observe light	structural-patient	light
nighttime	synonym	night
rainstorm	kind of	weather
move seed	instrument	seed dispersal
increase	agent	temperature
coin	kind of	object
movement	derivational morphology	move
invention	kind of	tool
can float	structural-patient	float
slip ice	structural-patient	ice
reduce bacterium	structural-verb	reduce
invent	patient	cellular telephone
pollute	patient	environment
degrees	derivational morphology	degrees
scratch	agent	glacier
earth year	structural-noun-compound	year
move	agent	sun
grow fur	agent	animal
carry water	structural-verb	carry
nonrecyclable	instance of	recyclability
burn oil	result	pollution
conclusion	has property	valid
be fit for	result	survive
eat prey	instrument	catch prey
hare	at location	field
carbon monoxide detector	at location	building
handle	kind of	object
destroy	patient	forest
autonomous region	structural-adjective	autonomous
action	derivational morphology	act
have function	structural-patient	function
hot temperature	structural-adjective	hot
electric device	structural-noun	device
measure	instrument	read measurement
pour	result	combine substance
reduced amount	structural-adjective	reduced
small width	structural-noun	width
variety	synonym	different type
non-contact force affect	patient	distant object
little light	structural-quantifier	little
goose	kind of	bird
very hot	structural-adjective	hot
earth's tilt	causes	seasons
grassland	has property	high rainfall
mountain range	kind of	environment
compress	patient	prehistoric animal remains
make	patient	food
clam	at location	ocean
petal	has property	bright
varying	derivational morphology	vary
hydropower	has subcomponent	dam river
transport mineral	structural-patient	mineral
water cycle	structural-noun-compound	water
specialize	agent	multi-cell organism
measure	patient	length
guangdong	structural-noun-compound	guangdong
bark	agent	dog
invent telephone	agent	alexander graham bell
protect	derivational morphology	protecting
china	at location	northern hemisphere
create heat	structural-patient	heat
plant	patient	tree
shelter	agent	small animal
kazakhstan	at location	northern hemisphere
northern hemisphere	structural-noun-compound	northern
river	kind of	environment
germinate	result	sprout
pump blood	structural-verb	pump
catch	patient	insect
same material	structural-adjective	same
add	patient	heat energy
jonny	instance of	name
device	kind of	object
generate electricity	synonym	produce electricity
not dense	instance of	density
quintana roo	structural-noun-compound	quintana
protect	beneficiary	animal
inhibit	synonym	prevent
help	synonym	be of use
quiet	instance of	sound intensity
quantitative information	structural-noun	information
negative impact	kind of	impact
electricity	has subcomponent	moving charges
new south wales	structural-noun-compound	south
animal	has subcomponent	hair
paint object	structural-patient	object
hertfordshire	at location	england
plant cell	has subcomponent	chloroplast
extreme heat	structural-adjective	extreme
insect	kind of	animal
camel hump	kind of	adaptation
tree	at location	ecosystem
return	kind of	bring
different time	structural-noun	time
pathogen	causes	disease
produce electricity	structural-patient	electricity
arctic ocean	structural-noun-compound	arctic
once per	structural-noun-compound	once
rubber eraser	structural-noun	eraser
color pattern	structural-noun	pattern
good conductor	structural-noun	conductor
stop current	structural-patient	current
die	derivational morphology	death
answer question	structural-patient	question
slipping	kind of	motion
carbon dioxide-oxygen cycle	kind of	process
downhill	synonym	down
information	has property	quantitative
few predator	structural-noun	predator
covering	kind of	object
animal harm	structural-noun-compound	harm
keep happening	structural-patient	happening
south sudan	structural-noun-compound	sudan
cold temperature	structural-noun	temperature
burn	patient	paper
plant crop	structural-patient	crop
salmon lay egg	at location	birthplace
similar characteristics	structural-adjective	similar
low amount	structural-noun	amount
old tadpole	structural-adjective	old
cook food	result	kill virus
protect environment	instrument	reduce pollutant
lower	synonym	decrease
plant	patient	plant
hot surface	structural-adjective	hot
quick travel	structural-adjective	quick
morelos	instance of	state
wave	has subcomponent	moving water
thrive	agent	aquatic animal
water container	structural-noun-compound	container
genetic information	structural-adjective	genetic
redwood tree	kind of	tree
prehistoric animal remains	structural-adjective	prehistoric
republic of the congo	structural-noun-compound	republic
water vapour cool	structural-verb	cool
plant crop	result	food
object cool	at location	cold place
poisonous	derivational morphology	poison
extensive property	structural-noun-compound	extensive
disperse seed	instrument	animal eat seed
botswana	at location	southern hemisphere
water evaporate	goal	air
preserve organism	instrument	sedimentary rock
change mass	structural-verb	change
peeblesshire	instance of	county
ocean heat	structural-noun-compound	heat
anhui	structural-noun-compound	anhui
cover with	at location	surface
items	derivational morphology	items
french guiana (france)	structural-noun-compound	french
nerve cells	derivational morphology	nerve cell
produce sound	structural-patient	sound
human	has subcomponent	eye
mushroom	kind of	living thing
strong hurricane	structural-noun	hurricane
water evaporate	structural-agent	water
new york	synonym	new york state
simple substance	structural-noun	substance
protect young bird	instrument	nest
cactus stem	structural-noun-compound	stem
czech republic	structural-noun-compound	czech
100 year	structural-quantifier	100
separate liquid	structural-patient	liquid
vermont	structural-noun-compound	vermont
boiling point	has property	intensive
improve design	structural-verb	improve
retain	patient	water
butter	kind of	substance
cool body	structural-patient	body
marine organism	structural-noun	organism
large leaf	structural-adjective	large
hold	patient	animal
protect	instrument	bark
made of	similar to	collection
many pathway	structural-noun	pathway
air quality	structural-noun-compound	quality
mexico, d.f.	structural-noun-compound	mexico
electricity flow	result	wire heat up
manage	patient	number
leicestershire	structural-noun-compound	leicestershire
tree ring	structural-noun-compound	ring
molecule	has property	small
town	at location	countryside
electrocution	derivational morphology	electrocute
make product	structural-patient	product
transport water	structural-verb	transport
precipitation	kind of	natural cause
food decrease	structural-agent	food
flood plain	structural-noun-compound	flood
electricity	at location	metal
protect nature	structural-patient	nature
land animal	structural-noun	animal
heart	kind of	organ
gram	kind of	unit
water level rise	structural-verb	rise
high rainfall	structural-quantifier	high
water company	structural-noun-compound	water
winter solstice	has property	southern
corn	kind of	plant
animal	has property	health
start current	at location	electrical circuit
beverage	kind of	food
regular car	has subcomponent	gasoline
revolve	patient	something
farm	patient	plant
hot substance	structural-noun	substance
moon	kind of	celestial body
blow whistle	structural-patient	whistle
heat	instrument	heat source
earth	has subcomponent	ecosystem
organism group	structural-noun-compound	group
preserve	patient	organism
tree frog	kind of	animal
drought	kind of	natural event
change taste	structural-verb	change
greater depth	structural-noun	depth
sea anemone	has subcomponent	poison dart
dimmer	antonym	brighter
cause	kind of	affect
rachel	instance of	name
avoid predator	result	healthy
pollinate	agent	wind
move around	structural-patient	around
north carolina	structural-noun-compound	north
water vapour	structural-noun-compound	vapour
gill	kind of	adaptation
sea turtle	has subcomponent	flipper
use resource	structural-patient	resource
tell difference	synonym	classify
mexico city	instance of	federal district
rubber band	kind of	object
absorb	patient	water
process	has property	bodily
every year	structural-noun	year
process	has subcomponent	raw material
object	has property	composition
weather	has property	heat energy
many snow	structural-noun	snow
hunt prey	instrument	camouflage
lung	kind of	organ
tire move	structural-verb	move
richmond	kind of	town
hare	kind of	animal
meadow voles	structural-noun	meadow
aquatic animal thrive	structural-agent	aquatic animal
hampshire	at location	england
material	has property	texture
use crop	structural-patient	crop
exhale	synonym	expel air
water cycle	structural-noun-compound	cycle
dairy	has subcomponent	vitamin d
living thing	at location	habitat
desert	kind of	habitat
french southern and antarctic lands (france)	structural-noun-compound	antarctic
battery convert	structural-verb	convert
measure	instrument	lab equipment
rain	kind of	precipitation
more speed	structural-quantifier	more
absorb oxygen	at location	lung
animal move	goal	different location
far light	structural-adjective	far
weather	has property	warm
vibrate	result	sound
classify	kind of	scientific process
oaxaca	structural-noun-compound	oaxaca
light color	structural-adjective	light
sandpaper	kind of	paper
nuts	derivational morphology	nut
extensive properties	structural-adjective	extensive
instructions	derivational morphology	instructions
new brunswick	instance of	province
plant stem	structural-noun-compound	plant
hot plate	structural-noun-compound	hot
move	agent	celestial body
release energy	structural-verb	release
light	at location	air
ball	kind of	object
non-contact force affect	structural-agent	non-contact force
identify	instrument	composition
star move	at location	horizon
television set	structural-noun-compound	television
alexander graham bell	structural-noun-compound	bell
retain water	structural-verb	retain
northern summer solstice	structural-noun	summer solstice
earth's surface	structural-noun-compound	earth's
destroy plant	structural-verb	destroy
chromium	has property	nonmagnetic
atmosphere	has property	temperature
poison	patient	insect
baby frog	structural-adjective	baby
decrease	patient	size
high number	structural-adjective	high
latvia	at location	northern hemisphere
come from	source	source
inexhaustible resource	kind of	renewable resource
cups	derivational morphology	cup
baking soda react	instrument	vinegar
mountain	kind of	environment
plant	has subcomponent	plant cell
conduct	instrument	metal
environment temperature	causes	body temperature
sand dune	structural-noun-compound	dune
stop	antonym	move
less speed	structural-noun	speed
west lothian	synonym	linlithgowshire
remain	synonym	stay the same
animal hide seed	structural-verb	hide
many snow	structural-quantifier	many
ludlamite	has property	magnetic
organism repair	structural-agent	organism
decompose	result	nutrient
poor health	structural-adjective	poor
anglesey	instance of	county
deposit	derivational morphology	deposition
planet rotate	structural-verb	rotate
remove harmful substance	structural-verb	remove
expand	result	big
same material	causes	similar
burner	has subcomponent	metal
7 day	structural-noun	day
dry	result	less wet
degrees celsius	synonym	c
strength	has property	high
gasoline	has subcomponent	oil
avoid consumer	structural-agent	avoid
develop trait	structural-patient	trait
meter stick	structural-noun-compound	stick
lay egg	agent	animal
salt	kind of	solid
water	causes	landslide
shelter	kind of	protective covering
good bacterium	structural-adjective	good
impact	agent	meteoroid
change volume	structural-verb	change
food	has subcomponent	carbohydrate
réunion (france)	at location	southern hemisphere
poison	patient	environment
measure	patient	time
immature animal	structural-noun	animal
heat solid	result	melt
flood plain	at location	river
skinny beak	structural-noun	beak
measure time	instrument	clock
wasp	has subcomponent	wasp stinger
move seed	synonym	seed dispersal
insect	has property	small
height	causes	potential energy
flesh	has property	rotting
long ago	structural-noun	ago
yearly	synonym	every year
provide	instrument	deliver
river flow	instrument	slope
protecting	derivational morphology	protect
similar object	has subcomponent	similar material
fresh food	at location	refrigerator
store water	structural-patient	water
change	patient	variable
move habitat	source	bad habitat
fake grass	structural-noun	grass
transfer energy	structural-patient	energy
different location	structural-noun	location
start current	structural-patient	current
reflect sunlight	structural-verb	reflect
create	agent	electron microscope
thorn	has property	sharp
desert	has property	dry
zimbabwe	at location	southern hemisphere
cook food	instrument	burn natural gas
louis pasteur	structural-noun-compound	louis
grow crop	instrument	plant crop
heat	synonym	transfer thermal energy
expand	synonym	spread out
romania	at location	northern hemisphere
increase bad thing	structural-patient	bad thing
farming	derivational morphology	farm
angus	structural-noun-compound	angus
human	has property	healthy
moisture	causes	friction
plant survive	structural-verb	survive
sense	agent	living thing
marine organism	structural-adjective	marine
remove forest	synonym	cut down forest
guinea-bissau	at location	southern hemisphere
break down	kind of	forming
deposition	kind of	natural process
amount	similar to	number
hawk eat snake	structural-agent	hawk
brunei	at location	northern hemisphere
computer control robot	similar to	brain control body
fife	at location	scotland
united states of america	structural-noun-compound	state
measure	patient	wind speed
low height	structural-adjective	low
live	instrument	shelter
start current	structural-verb	start
compete	agent	animal
artificial turf	structural-adjective	artificial
find	synonym	locate
second	kind of	duration
erode	derivational morphology	erosion
see	patient	microscopic thing
electrical energy	kind of	energy
take resource	structural-verb	take
conserve water	structural-verb	conserve
pollution	has property	light
natural resource	kind of	environmental factor
splash	agent	chemical
drinking	derivational morphology	drink
reflective object	structural-adjective	reflective
delta	at location	river mouth
natural disaster	causes	animal leave environment
protect	instrument	shell
every day	structural-noun	day
fertile soil	structural-noun	soil
dog	has property	baby
beach ball	structural-noun-compound	ball
sint eustatius (netherlands)	structural-noun-compound	netherlands
guinea-bissau	structural-noun-compound	guinea
observe	synonym	examine
fossil	at location	water
make food	structural-patient	food
little drop	structural-adjective	little
pennsylvania	structural-noun-compound	pennsylvania
harm	has property	environmental
assemble something	structural-verb	assemble
shanxi	at location	people's republic of china
environment change	structural-verb	change
create	agent	earthworm
mayotte (france)	structural-noun-compound	mayotte
dryness	derivational morphology	dry
sun set	at location	west
plane travel	structural-verb	travel
smooth rock	structural-verb	smooth
egg develop	structural-verb	develop
algae grow	structural-verb	grow
used for	result	help
animal waste	structural-noun-compound	animal
flower become	structural-agent	flower
liquid freeze	instrument	freezing point
kill	patient	animal
273k	kind of	kelvin
absorb	patient	carbon dioxide
attract	agent	feeder
manipulate	patient	object
navigate	instrument	know direction
united states	structural-noun-compound	united
washington, d.c.	structural-noun-compound	washington
arkansas	structural-noun-compound	arkansas
plant survive	instrument	habitat
negative impact	antonym	positive impact
destroy	agent	fire
travel	has property	quick
tinted lens reflect	patient	ultraviolet ray
flooding	derivational morphology	flood
electrical signals	structural-noun	signals
pounds	derivational morphology	pound
environment	similar to	ecosystem
sticky	similar to	moist
guerrero	at location	mexico
missouri	structural-noun-compound	missouri
erode soil	structural-patient	soil
lay egg	agent	frog
newly hatched	structural-adjective	newly
die	agent	animal
substance	has property	harmful
match	synonym	same
made of	synonym	consist
glow	kind of	produce light
evaporate	patient	liquid
flat area	structural-noun	area
electromagnet	causes	magnetic field
test water	structural-verb	test
other organisms	structural-noun	organisms
lunch	has subcomponent	food
low	synonym	low height
decade	has subcomponent	carbon dioxide
sunlight	kind of	radiation
daylight hour	structural-noun-compound	hour
quiet	instance of	volume
fluid ounce	kind of	volume
attract	agent	magnet
photosynthesize	beneficiary	green plant
destroy environment	structural-patient	environment
summer solstice	structural-noun-compound	solstice
life	synonym	living thing
timber company	structural-noun-compound	company
british columbia	structural-noun-compound	british
absorb oxygen	structural-verb	absorb
vapor	synonym	gas
object	has property	speed
uneven heating	structural-noun	heating
revolving	derivational morphology	revolve
fluid ounce	structural-noun-compound	fluid
plant born	structural-agent	plant
shower	instrument	hot water
store waste	structural-verb	store
electric motor	kind of	motor
combine	kind of	make
transpire	agent	plant
rice waste	structural-noun-compound	rice
depth	has property	greater
value	has property	least
change	patient	environment
protected area	structural-adjective	protected
meadow vole eat plant	structural-agent	meadow vole
physical force	structural-noun	force
star	causes	heat
transport food	instrument	tissue
sunlight amount	structural-noun-compound	sunlight
flour	has subcomponent	pollen
warmth	causes	increase temperature
long lasting object	structural-adjective	long
drink	patient	desalinated water
sound	has property	volume
cut down forest	structural-patient	forest
speed	kind of	measure
food chain role	structural-noun-compound	food
far light	has property	dim
medium temperature	structural-noun	temperature
mice	derivational morphology	mice
animal hide seed	structural-agent	animal
swimming pool	structural-noun-compound	pool
find north	structural-verb	find
wear safety goggle	structural-verb	wear
glacier melt	structural-agent	glacier
respire	agent	living entity
compare density	structural-verb	compare
young butterfly	structural-adjective	young
communicate	instrument	sound
wipe up spill	at location	laboratory
block	patient	sunlight
shine	agent	sun
star	has subcomponent	nuclear reaction
prevent occurrence	structural-patient	occurrence
m e	structural-adjective	m
middlesex	structural-noun-compound	middlesex
plant	has property	dormant
measure height	instrument	meter stick
malawi	at location	southern hemisphere
heat	has property	extreme
water fan out	result	sediment deposit
dead organism	structural-adjective	dead
reproduce	derivational morphology	reproduction
cure disease	structural-verb	cure
morelos	structural-noun-compound	morelos
metal	has property	solid
sound	kind of	sound energy
stomach acid break down food	structural-patient	food
study information	structural-verb	study
cellular telephone	structural-noun-compound	cellular
belong	patient	group
plant	patient	crop
old rock rise	structural-agent	old rock
predator	kind of	enemy
change environment	structural-patient	environment
classify	synonym	decide class
physical state	kind of	matter state
skin	kind of	material
instrument	synonym	equipment
baby cat	synonym	kitten
weather	result	sediment
transport	similar to	travel
wind speed	structural-noun-compound	wind
strong object	structural-adjective	strong
burner	kind of	object
fish	kind of	aquatic animal
hong kong special administrative region	structural-noun-compound	region
object	has property	color
region	kind of	location
hunt	kind of	action
cold food	structural-adjective	cold
cold temperature	structural-adjective	cold
