subj	rel	obj
organism group	synonym	species
tinted lens	kind of	lens
moving object	has property	mechanical energy
assemble something	agent	person
vinegar water	kind of	solution
national park limit	patient	mining
flexibility	has property	high
condense	at location	air
variable	has property	independent
protect	patient	cell membrane
have	patient	effect
divide	instrument	calculator
place	has property	cold
acid rain	has negative impact on	water
montana	at location	united states of america
cold	causes	shiver
dump	result	add
tuna eat fish	has positive impact on	tuna
prey	has positive impact on	predator
zhejiang	at location	people's republic of china
take	patient	picture
muscular system	has subcomponent	muscle
plant reproduce	instrument	pollinate
measure	patient	distance
increase	antonym	decrease
rod	has property	cylindrical
food variety	has positive impact on	person
mineral	has property	small
soil	kind of	resource
escape	patient	predator
glacier melt	result	water
pumice	kind of	igneous rock
gases	derivational morphology	gas
little	synonym	low amount
climate	has property	warm
maintain	patient	health
survive	instrument	warm body temperature
flood	agent	river
lowest	synonym	least amount
object	has property	strength
temperature	has property	higher
aquatic animal	synonym	water animal
cut	kind of	wound
competition	has negative impact on	ability
pedal	derivational morphology	pedal
carbon dioxide	has property	colorless
oil and water	kind of	suspension
chipmunk	kind of	mammal
high	synonym	great altitude
adult amphibian	at location	land
compost pile	has subcomponent	microorganism
electron microscope create	patient	picture
sea bottom	has subcomponent	mud
sugar	causes	sweet
stir	patient	mixture
land feature	instance of	feature
water decrease	at location	environment
absorb	patient	energy
break	patient	body part
rainwater	kind of	water
flintshire	at location	wales
tibet autonomous region	instance of	autonomous region
navigate	instrument	compass
32f	kind of	fahrenheit
prevailing westerlies	kind of	air
move	agent	air
protect	instrument	shelter
reflect	result	backward
coloration	kind of	adaptation
gasoline engine	kind of	engine
soup	kind of	liquid
insulate	result	warm
survive	instrument	access resource
pot	kind of	object
food source	has positive impact on	animal
source	causes	object
lay egg	result	reproduce
sea mammal	has subcomponent	blubber
landslide	has subcomponent	soil
classify	synonym	group object
photosynthesize	agent	plant cell
sunlight	synonym	solar energy
eat	patient	insect
high temperature	has positive impact on	dissolve
soil	has subcomponent	water
walking	kind of	motion
amphibian	has property	adult
smaller	synonym	less size
carpool	derivational morphology	carpooling
construction	derivational morphology	construct
honduras	at location	northern hemisphere
pluck	patient	string
cumbria (cumberland)	at location	england
decrease	agent	soil nutrient
sense	patient	sound
manage number	similar to	replace
maryland	at location	united states of america
layer	has property	colored
landslide	at location	mountain
humidity	at location	air
weight	has property	extensive
hunt	at location	wild
tornado	kind of	weather
smell	has property	sweet
replace	instrument	replacement
impact	synonym	affect
weather	instrument	water
wheeled	derivational morphology	wheel
test water	has positive impact on	human
fall	agent	sediment
leather	kind of	natural resource
south	kind of	direction
green	kind of	color
southern hemisphere	kind of	hemisphere
brown	kind of	color
shiver	causes	shake body
mineral	kind of	natural material
plant die	kind of	seasonal change
refract	instrument	water
low	similar to	decrease
hurt	synonym	harm
car	has property	regular
colorado	at location	united states of america
reduce	patient	bacteria
sterling silver	kind of	alloy
metamorphoze	agent	insect
communicate	instrument	internet
hot	instance of	heat energy
learn	result	knowledge
remains	has property	preserved
ounce	kind of	unit
cornwall	instance of	county
preserved	synonym	old
yemen	at location	northern hemisphere
pull away	kind of	separate
weather	result	round rock
object	has property	mass
magnet	has subcomponent	ferromagnetic metals
shanghai municipality	synonym	shanghai
photosynthesize	agent	producer
rain	result	water
object	has property	opaque
fly	kind of	motion
lift	instrument	pulley
rub	kind of	contact
tundra	has property	cold
observe	synonym	gather information
sweat	result	cold
animal learn	patient	behavior
kentucky	at location	united states of america
smooth	patient	rock
instrument	has property	musical
equator	has property	many daylight
soil	has subcomponent	bacterium
exercise	result	strong
glacier	has property	slow
fiber	kind of	material
water vapour condense	result	rain
pedal	instrument	pedal
flow	at location	channel
inherited characteristic	kind of	characteristic
san marino	at location	northern hemisphere
multicellular organism	kind of	living thing
view	synonym	observe light
nutrient	kind of	chemical compound
sun	at location	solar system
observe sky	instrument	telescope
feathers	derivational morphology	feather
solid	kind of	phase
learn	patient	information
absorb	patient	wave
car engine run	result	motion
scaled animal	kind of	animal
take in	synonym	acquire
digestive system	has subcomponent	intestine
study	patient	fossil
u	has property	r
carnivore	instance of	predator
counter	derivational morphology	count
harmful chemicals	derivational morphology	harmful chemical
condense	agent	liquid water
inherited characteristic	has property	same
ship	at location	water
heat	beneficiary	substance
muscular system	kind of	body system
combust	instrument	heat
overload	patient	outlet
mozambique	at location	southern hemisphere
reflect	patient	light
add heat	result	chemical reaction
bat	kind of	animal
substance	has subcomponent	particle
prevent	instrument	inhibitor
monaco	at location	northern hemisphere
frog	kind of	aquatic animal
metal	kind of	natural resource
animal	has subcomponent	long tail
burn natural gas	at location	furnace
access	patient	resource
strength	kind of	property
compass	kind of	object
nepal	at location	northern hemisphere
deep water	causes	pressure
look	instrument	eye
size	has property	wide
ladybug	kind of	insect
provide warmth	synonym	keep warm
born	result	population increase
nottinghamshire	at location	england
refract	at location	medium
degrees celsius	derivational morphology	degrees celsiu
pond	has property	little deep
rise	agent	water vapour
crop	kind of	food
south shetland islands (antarctic treaty signatories)	at location	southern hemisphere
centimeter	kind of	distance
planet	has property	small
tea	has property	hot
cut down	patient	forest
cover	patient	hand
catch	patient	fire
precipitation	synonym	rain
belgium	at location	northern hemisphere
have oxygen	synonym	oxygenated
many year	has subcomponent	erosion
sulfur	has property	yellow
sandpaper	has subcomponent	sand
harm species	has negative impact on	population size
face dimple	has property	depressed
protect	instrument	strong object
push	patient	button
cardiganshire	instance of	county
france	at location	northern hemisphere
tectonic plate	kind of	object
reduce	patient	pollution
electric car	has subcomponent	electric motor
sound wave	synonym	sound energy
recycle	patient	plant
coral	at location	warm water
piece	has property	large
environment	has property	tropical
large size	has positive impact on	visibility
rock erode	result	soil
belize	at location	northern hemisphere
ice crystal	synonym	ice
fork	has property	metal
contain	synonym	have inside
survive	agent	more
pollinating animal	synonym	pollinator
play	patient	music
carry	synonym	move
pull	kind of	motion
instinctive characteristic	kind of	characteristic
rock	has subcomponent	many metal
plant appear	kind of	event
plastic	kind of	resource
grow large	agent	object
bottom of swamp	at location	swamp
talc	kind of	mineral
keep from	patient	happen
function	kind of	characteristic
veracruz	at location	mexico
island	kind of	landform
earth rotate	result	star move
carry	patient	food
add heat	causes	kill bacterium
adulthood	derivational morphology	adult
soft iron	has property	magnetic
mechanical energy	kind of	energy
landform	kind of	object
defend	instrument	stinger
rose	kind of	flower
circuit	has property	simple
store item	kind of	prepare
pollution	derivational morphology	pollute
suffolk	at location	england
born	has property	just
liquid	kind of	phase
air current	has subcomponent	air
survive	has positive impact on	keep healthy
fog	at location	air
mosquito	kind of	insect
pant	instrument	hang tongue
race	has subcomponent	finish
finish	synonym	end
excrete	patient	urine
watch	synonym	look at
float	instrument	tail
tadpole	has property	baby
function	has property	same
nonmetallic	kind of	luster
dog weight	synonym	32 kg
eraser	kind of	solid
size	has property	large
trait	synonym	characteristic
human eat crop	has negative impact on	crop
visibility	derivational morphology	visible
tissue	at location	stem
electric fan	has subcomponent	vane
breathe	agent	tadpole
hurricane	has property	weak
replace	instrument	money
impact	synonym	effect
food	has positive impact on	animal
object	has property	texture
protect	has positive impact on	living entity
make	patient	happen
dew	kind of	liquid
cause	synonym	be responsible for
boston	at location	atlantic ocean
rock	has property	weathered
berries	derivational morphology	berry
show	patient	data
sunglasses	has subcomponent	tinted lens
resemble	synonym	similar characteristics
change	agent	entire community
reuse	result	avoid waste
insulate	instrument	rubber
generation	has subcomponent	offspring
eat	instrument	beak
crab	kind of	water animal
newspaper	has subcomponent	paper
reptile	kind of	animal
tree	has property	dead
transport food	instrument	preserve food
nutrient	kind of	resource
poisoning	derivational morphology	poison
turtle	kind of	omnivore
object	has subcomponent	purpose
electricity flow	instrument	closed circuit
prevent	patient	harm
retain water	agent	animal
gravitational energy	kind of	energy
material	has property	flexibility
solar energy	kind of	light
conduct electricity	instrument	wire
pollen	at location	hummingbird
hong kong special administrative region	at location	people's republic of china
reproduce	agent	male
whale shark	kind of	shark
animal	has subcomponent	face
attract	patient	pollinator
glacier	causes	deep lake
root	at location	soil
die	result	inactive
classify	instrument	property
find	patient	direction
complete circuit	result	electric current flow
shelter	agent	human
amphibian	has subcomponent	smooth skin
become	agent	peat
rocks	derivational morphology	rock
life cycle	has subcomponent	reproduction
disguise	result	hide
fewest	synonym	least number
seconds	synonym	s; sec
thermal energy	at location	thermal conductor
recycle	patient	resource
counter	result	stop
cool	instrument	fan
surface	has property	smooth
natural gas	kind of	fuel
breathe water	instrument	gill
large	instance of	size
happen	kind of	event
warmth	instrument	hair
scratch	causes	scratch
pulse	has property	high
seasonal change	kind of	environmental change
organism	has property	unicellular
become	agent	vegetation
obtain	derivational morphology	obtaining
hibernate	instrument	mud
rock	has subcomponent	aluminum
weather	has property	temperature
cook food	result	kill bacterium
rise	agent	temperature
push flexible container	result	change shape
bears	derivational morphology	bear
polar bear	at location	cold environment
material	has property	sturdy
role	similar to	importance
reflect	patient	light ray
streak	kind of	color
preserve	patient	food
bacterium	kind of	decomposer
weather	has property	humid
sunlight shine	at location	window
dissolve	agent	carbonic acid
cameroon	at location	southern hemisphere
landslide	has property	quick
squid	causes	thrust
season	causes	sunlight intensity
remove	patient	process inhibitor
height	has property	less
parents	derivational morphology	parent
plant	has subcomponent	water
exhale	goal	air
resource	has property	natural
meadow vole eat insect	has negative impact on	insect
invent	agent	louis pasteur
thickness	kind of	measure
increase	patient	size
hidalgo	at location	mexico
weather	instrument	plant root
number	has property	least
weather	result	small piece
nerves	derivational morphology	nerve
object	has property	different
arctic animal	at location	arctic
process	has property	natural
collect	synonym	gather
animals	derivational morphology	animals
hemisphere	has property	northern
ocean	has subcomponent	water
lay	agent	mosquito
wash out	instrument	water
remove hot object	instrument	touch hot object
absorb sunlight	beneficiary	plant
reuse object	kind of	recycle
plant	has subcomponent	waxy leaf
1 day	instance of	duration
animal	has subcomponent	bodily process
tool	has property	bad
destroy habitat	result	animal die
speed	similar to	time
travel	derivational morphology	travel
soil	at location	underground
object	has property	hard
sediment cement	result	sedimentary rock
grow fur	kind of	seasonal change
piano	kind of	musical instrument
warm	instrument	heat
remove forest	instrument	cut down tree
bird	has subcomponent	claw
release	agent	source
odor	synonym	smell
estonia	at location	northern hemisphere
animal move	instrument	energy
transport food	goal	plant
condense	result	liquid
celestial body	has subcomponent	mass
destroy	patient	environment
drive	instrument	car
sort	patient	kind
bear eat insect	has negative impact on	insect
eat	agent	meadow vole
hummingbird	kind of	animal
acidic	instance of	acidity
dunbartonshire	at location	scotland
smaller	derivational morphology	small
breathe	patient	young amphibian
usual	antonym	varying
move	patient	down
create diamond	at location	underground
change ecosystem	agent	human
thing	has property	negative
object	has property	small
perform	patient	task
appear	agent	plant
weather	instrument	weather
nicaragua	at location	northern hemisphere
bend light	synonym	refract
moisture	has property	high
sound energy	has property	loud
democratic republic of the congo	at location	equator
be insulated	instrument	insulation
plain	kind of	environment
magnet	derivational morphology	magnetism
same function	causes	similar
saint lucia	at location	northern hemisphere
bicycle	has subcomponent	pulley
spread	patient	seed
cover	agent	sediment
push bone	instrument	muscle
absorb light	instrument	chlorophyll
feel pressure	instrument	nerve
alberta	at location	canada
stay	result	warm
road	has property	good
dump	at location	environment
heat energy	kind of	energy
minnesota	instance of	state
record image	instrument	camera
gabon	at location	equator
jaguar	has property	big
drop	causes	fall
hidalgo	instance of	state
slate	kind of	metamorphic rock
new moon	causes	first quarter moon
monitor	patient	location
floodplain	has property	flat
electromagnet	has subcomponent	nail
plant	has subcomponent	xylem
kinross-shire	instance of	county
species	has property	native
kincardineshire	instance of	county
destroy habitat	has negative impact on	animal
solid	has property	hard
cushion	kind of	object
survival	synonym	survive
reduce	patient	pollutant
pull	patient	plow
assembling	derivational morphology	assemble
object	has property	blue
burn	agent	candle
disappear	result	gone
flood	derivational morphology	flooding
provide	kind of	function
observe	synonym	make observation
move soil	result	soil erosion
rock	kind of	nonliving thing
blow whistle	result	noise
food	causes	odor
water	kind of	substance
seed	at location	fur
heat	result	warm
exhale	agent	animal
organism	synonym	living thing
rough	instance of	texture
body	has subcomponent	wrist
lay egg	agent	reptile
formation	derivational morphology	form
guizhou	instance of	province
oxygen	instance of	waste product
nest	has positive impact on	bird
car	kind of	vehicle
tungsten	kind of	metal
electrical device	has subcomponent	electricity
himalayas	kind of	mountain range
smell	kind of	sense
telephone	kind of	electrical device
large	antonym	small
california	instance of	state
river flow	result	canyon
break down	patient	rock
form	synonym	kind
cell phone	causes	distraction
animal eat	result	survive
block sunlight	result	dark
metamorphosed	derivational morphology	metamorphose
plant grow	instrument	photosynthesize
add	kind of	change
vegetation become peat	at location	swamp
durango	at location	mexico
waxing	derivational morphology	wax
enhanced	derivational morphology	enhance
cut down tree	has negative impact on	ecosystem
electrocute	instrument	electricity
weather	patient	rock
destroy	result	reduce amount
summer	has subcomponent	hot weather
year	has subcomponent	season
use	patient	energy
blue jay	kind of	bird
rotate	synonym	turn
prevent transfer	instrument	thermal insulator
dry	result	less water
magnetism	kind of	physical property
trait	has property	visible
fall	kind of	season
vehicle compete	synonym	race
plant survive	instrument	specific climate
instrument	synonym	tool
iowa	instance of	state
boil	instrument	heat
plant	has subcomponent	seed
dumfriesshire	instance of	county
new south wales	instance of	state
cook food	instrument	pot
soft iron	has property	ferromagnetic
grow	agent	living thing
molecule	kind of	object
object cool	result	cold
hunt	instrument	kill animal
plant	has property	native
crumple	result	irregular object
pasteurize	derivational morphology	pasteurization
power	patient	electrical device
state	kind of	place
weather	instrument	soil
reflection	at location	surface
fujian	instance of	province
butterfly	kind of	animal
illuminate	instrument	light bulb
block sunlight	instrument	large tree
mix	result	mixture
warn	beneficiary	people
tin	has property	nonmagnetic
thing	has property	bad
food	has positive impact on	give birth
observation	has property	better
flow	agent	electricity
sunlight	has property	low
region	similar to	environment
sting	agent	bee
pulling	derivational morphology	pull
part	has subcomponent	material
fall	agent	precipitation
object piece	has property	small
snow	has property	cold
rain gauge	kind of	graduated cylinder
leaf	has property	unique
cool	result	decrease temperature
sample	patient	water
animal	at location	habitat
paper	kind of	object
sound energy	has property	quiet
seed	kind of	food
good bacteria	has positive impact on	living entity
object	has property	irregular
magnetic fields	derivational morphology	magnetic field
electrical device	kind of	device
weak hurricane	at location	land
south sudan	at location	southern hemisphere
leaving	derivational morphology	leave
polar bear	kind of	bear
can	kind of	object
water vapour	kind of	water
saskatchewan	at location	canada
eat	agent	animal
discover shape	instrument	touch
communicate	instrument	television
durango	instance of	state
weight	kind of	unit
liquid	kind of	state
guatemala	at location	northern hemisphere
carry	agent	liquid
rain	causes	flood
bottle	kind of	container
two	instance of	number
gallons	kind of	volume
cold	kind of	temperature
toxic	synonym	poisonous
gallons	derivational morphology	gallons
thermal glove	kind of	safety gear
oil	kind of	resource
revolve	agent	moon
producer	kind of	living entity
cool	antonym	hot
spoil	agent	food
fruit	has subcomponent	seed
mammal	has property	warm-blooded
rapidly	synonym	quickly
sinaloa	instance of	state
drink	patient	beverage
eat food	result	energy
central nervous system	has subcomponent	brain
add	patient	heat
pepper	kind of	solid
cloudy	instance of	weather
butter	kind of	solid
move	agent	car
electrical device	at location	home
feet	kind of	length
bee	has subcomponent	stinger
maintain health	instrument	object
surrey	instance of	county
glacier	causes	mechanical weathering
mineral	has property	powdered
kyrgyzstan	at location	northern hemisphere
balance ball	kind of	trick
new hampshire	at location	united states of america
develop	agent	egg
energy	has property	light
community	has property	entire
manipulate	instrument	arm
survive	agent	aquatic animal
gas	kind of	substance
ayrshire	instance of	county
light	causes	shadow
eat	patient	fresh food
keep	patient	cool
eat food	kind of	habit
reuse	patient	renewable resource
huntingdonshire	at location	england
study	patient	soil sample
add salt	result	decrease melting point
nature preserve	kind of	habitat
reflect	kind of	characteristic
half of earth	has subcomponent	earth
find	patient	information
storm	causes	erode
blood	has subcomponent	oxygen
eat food	agent	animal
material	has property	recyclability
tire	kind of	object
classify	instrument	sort kind
know	patient	location
rock	has property	hard
bear eat animal	has positive impact on	bear
middlesex	instance of	county
absorb	synonym	capture
ocean	has subcomponent	tide
conduct	instrument	thermal conductor
mica	kind of	mineral
pollutions	derivational morphology	pollutions
physicist study	patient	energy
tornado	has subcomponent	high wind speed
home	kind of	building
required	derivational morphology	require
blow	patient	whistle
year	has subcomponent	tree ring
move	patient	around
clear forest	synonym	cut down tree
measure temperature	instrument	thermostat
warm	result	hot
oman	at location	northern hemisphere
condense	agent	gas
e	has property	r
little water	has negative impact on	plant population
use	agent	weed
insect	has property	adult
jupiter	has property	fifth planet
produce	patient	sound
form	synonym	create
observe earth	instrument	satellite
temperature	has property	medium
object	has property	thick
produce	result	product
country	at location	earth surface
stainless steel	has property	magnetic
organic matter	has positive impact on	soil texture
decay	agent	dead
avoid predator	agent	living entity
rod	kind of	object
crumple	result	compact
guitar string	kind of	string
phothsynthesize	derivational morphology	photosynthesis
form	agent	matter
invent	patient	tool
plants	derivational morphology	plant
magnetoplumbite	has property	magnetic
wire	kind of	object
moisture	has positive impact on	hurricane
provide	patient	support
likely	synonym	likelihood
require resource	has positive impact on	health
carbon monoxide	has property	dangerous
wood	has subcomponent	smooth surface
go through	synonym	transmit
manitoba	at location	canada
telescope	has subcomponent	lens
move	instrument	mechanical energy
butterfly	kind of	organism
second	has subcomponent	earthquake
depiction	has property	visual
contain	patient	water
hibernation	kind of	inherited behaviour
something	has property	all
winter	causes	cold
describe	instrument	measure
weathering	kind of	erosion
kill	patient	plant
replace tree	synonym	plant tree
prevent	patient	transfer
transport water	instrument	tissue
lift flag	at location	flagpole
factory	causes	pollution
new predator	has negative impact on	prey
volume	has property	variable
absorbing	derivational morphology	absorb
birth	agent	mother
move	patient	waste
water	has subcomponent	dissolved oxygen
feel	patient	heat
steel	has property	magnetic
drop	result	touch
photosynthesize	instrument	solar energy
tianjin municipality	instance of	municipality
winter	has subcomponent	snow fall
bury	patient	seed
december	kind of	month
inheritance	causes	gene
duration	kind of	time
quartz	kind of	mineral
dark	synonym	dark color
electricity	at location	wire
pollination	kind of	process
organism	has property	single-cell
cold	causes	turn on furnace
shale	kind of	sedimentary rock
reflect light	synonym	reflect light ray
thickness	has negative impact on	tear
flood	result	soil
hiding	derivational morphology	hide
decimeters	kind of	length
use raw material	result	waste
cook	instrument	pot
mineral	has subcomponent	streak
blow whistle	instrument	blow air
experiment	causes	result
adaptation	has property	behavioral
amphibian	has property	young
living	derivational morphology	live
ecosystem	has subcomponent	producer
expand	kind of	change
change	has property	environmental
water	has property	liquid
poland	at location	northern hemisphere
camouflage	derivational morphology	camouflage
echo	at location	room
touch	agent	container
canyon	kind of	landform
evaporate	result	spread out
roughness	causes	friction
hemisphere	has property	southern
move	instrument	stored energy
zero population	synonym	extinct
meteoroid impact	result	crater
liquid	has property	dense
ounces	derivational morphology	ounces
mine	result	mineral
hebei	instance of	province
sound energy	has property	normal
container	has subcomponent	material
biofuel	has subcomponent	plant
work	synonym	function
inner mongolia autonomous region	at location	people's republic of china
start current	instrument	switch
plant transport water	instrument	stem
higher	synonym	greater value
eagle	kind of	bird
camouflage	instrument	change color
decrease	agent	tree number
wildfire	kind of	natural disaster
grey cloud	causes	precipitation
sound energy	kind of	energy
metamorphose	result	slate
volume	has property	extensive
oil and water	has subcomponent	oil
material	has subcomponent	surface
desk	has property	short height
waning crescent	kind of	moon phase
coahuila	at location	mexico
texas	at location	united states of america
resist	patient	damage
zhejiang	instance of	province
substance	has subcomponent	matter
trees	has property	renewable
change phase	agent	material
produce light	agent	star
move	patient	close
add salt	goal	solid
drier	synonym	less moisture
lizard eat insect	has negative impact on	insect
electricity	at location	water
373k	kind of	kelvin
resident	kind of	person
become	result	cold
amphibian	kind of	vertebrate
use	patient	renewable resource
roller skate	kind of	vehicle
hurricane	has subcomponent	high wind speed
sandy soil	at location	dry environment
cactus	has subcomponent	cactus spine
get	result	warm
pakistan	at location	northern hemisphere
sun	has property	very hot
pollute	result	pollution
asphalt	kind of	road surface
identify	synonym	discover
sound wave	instance of	wave
eraser	has property	rubber
defend	agent	sea anemone
coal	kind of	resource
lay egg	agent	bird
compress decomposing algae	result	oil
2800f	kind of	fahrenheit
sort	patient	type
qinghai	instance of	province
human waste	causes	environmental harm
inherit	instrument	dna
excretory	derivational morphology	excrete
get	result	increase
water	has positive impact on	population
move	instrument	force
gloucestershire	instance of	county
food	has property	cold
cool	kind of	process
algae	kind of	organism
food	has property	fresh
group	has subcomponent	object
stay	patient	still
prehistoric living thing become natural gas	instrument	heat energy
body	has subcomponent	cell
circle	has property	diameter
speed	similar to	distance
farm plant	agent	farmer
gold	has property	nonmagnetic
pluto	kind of	dwarf planet
recycle plant	instrument	compost pile
work	similar to	distance
product	has subcomponent	material
absorb	kind of	function
dessert	kind of	food
mouse	kind of	herbivore
depending	derivational morphology	depend
get rid of	synonym	remove
survive	has positive impact on	compete
fruit trees	derivational morphology	fruit tree
disperse seed	instrument	animal bury seed
construct	synonym	build
observe	derivational morphology	observation
conduct	instrument	water
pitcairn islands (united kingdom)	at location	southern hemisphere
field	kind of	environment
taste	kind of	property
test	patient	streak
replace natural resource	instrument	plant tree
floating	derivational morphology	float
fuel	kind of	energy source
ice	at location	arctic
conserve	patient	water
classify	synonym	group material
incandescent light bulb	kind of	light bulb
tube-like body	at location	soil
bad weather	has property	dangerous
driving	derivational morphology	drive
region	has property	autonomous
seeing	derivational morphology	see
warm	kind of	temperature
observe planet	instrument	telescope
sprout	agent	plant
material	has property	rub
moon's surface	at location	moon
avoid predator	instrument	hide
conducting	derivational morphology	conduct
eating	derivational morphology	eat
feature	synonym	characteristic
meters	kind of	length
spray	goal	surface
sea mammal	kind of	mammal
travel	agent	light
night sky star	at location	night sky
topography	synonym	physical feature
destroy habitat	result	organism die
hurricane	causes	harm
republic of ireland	at location	northern hemisphere
sound intensity	has property	high
august	kind of	month
32 kg	instance of	weight
component	synonym	part of
heat building	instrument	burn natural gas
create	patient	picture
sussex	at location	england
protect	patient	soil
sense	patient	light
day	has subcomponent	sun
digestion	has subcomponent	stomach acid break down food
feel heat	instrument	nerve
resources	derivational morphology	resources
cook	instrument	stove
less	antonym	more
food	has subcomponent	energy
form	agent	something
sunlight	kind of	solar energy
adaptation	synonym	adaptive feature
sunlight	has subcomponent	ultraviolet light
protect	instrument	safety goggle
cause	kind of	function
caterpillar	has property	old
clothes	kind of	object
coral	at location	ocean
table	kind of	furniture
help	derivational morphology	help
necessary	synonym	require
curly hair	kind of	inherited characteristic
summer	has subcomponent	many daylight
consume	patient	food
shelter	kind of	place
northwest territories	at location	canada
scrape	result	small object break off
kill	result	death
erode soil	instrument	water
lanarkshire	at location	scotland
new jersey	at location	united states of america
use	patient	tool
receive	synonym	get
rub material	source	streak plate
ability	has positive impact on	health
carbon monoxide	has negative impact on	human
money	has positive impact on	happiness
reduce	patient	source
cut down tree	synonym	logging
sexual reproduction	has subcomponent	gamete development
protect	instrument	hard object
mineral	kind of	nutrient
build nest	agent	bird
body	has subcomponent	nervous system
filter	derivational morphology	filter
quick travel	has positive impact on	person
break down	result	small piece
harm	synonym	danger
night	has subcomponent	low visibility
plant survive	instrument	water
brass	has subcomponent	copper
pennsylvania	at location	united states of america
fossil	at location	sedimentary rock
community	has subcomponent	organism
mouse	derivational morphology	mice
kill	patient	insect
jackrabbit	kind of	rabbit
night	has subcomponent	low light
glass	has subcomponent	water
onion	kind of	vegetable
sprout	source	seed
stopped	synonym	no speed
hot	instance of	temperature
mouse	at location	forest
wind	kind of	resource
planet	at location	space
bright	synonym	light color
kit	has subcomponent	material
erode	result	wide river
tool	similar to	appliance
winter	causes	plant die
rust forming	kind of	chemical change
ice wedging	kind of	mechanical weathering
comet	kind of	celestial body
ferns	at location	river
decrease	patient	freezing point
long	synonym	great length
move	instrument	potential energy
dead	antonym	alive
soft	antonym	hard
fossil	causes	fossil fuel
water	at location	cactus stem
canada	at location	northern hemisphere
paul	instance of	name
measure	patient	mass
grow	kind of	process
car	has subcomponent	wheel
charles darwin study	patient	plant
eagle eat lizard	has negative impact on	lizard
bat	kind of	mammal
human body	has subcomponent	cell
heal	instrument	nutrient
orbit	agent	earth
swim	kind of	skill
conduction	kind of	process
lost	derivational morphology	lose
rolling	derivational morphology	roll
star	at location	far from earth
submarine	kind of	object
process	has property	geological
sediment	kind of	river deposit
crash	has negative impact on	car
circuit	has property	closed
remove	patient	tree
anemometer	kind of	instrument
sound energy	has property	high
roll	derivational morphology	rolling
room	has subcomponent	floor
create	agent	louis pasteur
consumer	agent	avoid
predate	patient	prey
cricket	kind of	insect
object	has property	tiny
pasteurize	patient	milk
explode	instrument	baking soda
produce nuclear energy	instrument	nuclear reaction
cement	agent	sediment
material	has property	weight
electric fan	has subcomponent	electric motor
structure	has property	natural
michigan	at location	united states of america
solid matter	has property	definite volume
living entity	kind of	consumer
mass	causes	gravity
protection	derivational morphology	protect
animal body	has subcomponent	artery
replant	patient	plant
cut down forest	instrument	cut down tree
nebraska	instance of	state
drink	agent	kangaroo
write	has subcomponent	literacy
carry	patient	oxygen
affecting	derivational morphology	affect
glamorgan	instance of	county
hide	beneficiary	prey
conductivity	kind of	physical property
hunan	at location	people's republic of china
material	has property	nonrecyclable
beak	has property	sharp
frying pan	kind of	container
remove	patient	nutrient
thermal gloves	derivational morphology	thermal glove
sugar	kind of	food
hunt	instrument	see prey
move	result	touch
southern hemisphere	at location	south
years	synonym	y
system	has property	mechanical
steel	has property	ferromagnetic
heat	patient	gas
transform	synonym	convert
states	derivational morphology	state
gather	patient	information
ocean	has subcomponent	wave
different	antonym	same
rotate	agent	planet
weather	has property	cool
flammability	kind of	chemical property
something	has property	little
mussel	kind of	water animal
bird eat seed	has positive impact on	bird
activate	patient	brake
tibet	synonym	tibet autonomous region
deposit	agent	sediment
disappear	agent	animal
save	patient	gasoline
nerve	has subcomponent	nerve cell
moon's surface	has subcomponent	many crater
peck shell	result	hatch
pints	synonym	pt
radnorshire	instance of	county
size	synonym	volume
tube-like body	has positive impact on	move
freezer	has property	cold
invent	result	invention
tree	kind of	plant
carnivore	kind of	animal
living thing	has subcomponent	cell
container	has subcomponent	hole
rotting	derivational morphology	rot
living thing grow	instrument	nutrient
camouflage	kind of	disguise
shaanxi	at location	people's republic of china
force	causes	mechanical energy
restore	has positive impact on	object
alberta	instance of	province
protect cell membrane	instrument	cell wall
radiate	patient	heat
inherit	instrument	genetics
pathogen	has negative impact on	living entity
height	has property	greater
cricket	at location	forest
transport	derivational morphology	transport
surface	antonym	underground
process	kind of	event
yucatán	at location	mexico
prong	kind of	object
turn	synonym	convert
burn	patient	gasoline
querétaro	at location	mexico
telescope	kind of	instrument
shiver	agent	animal
change	patient	direction
carbonic acid dissolve limestone	at location	rock
musical instrument	synonym	instrument
sunlight	has subcomponent	heat energy
berry	has subcomponent	seed
black-eyed susan wildflower	kind of	flower
break down	result	change mass
heal	agent	wound
aluminum	kind of	resource
material	has property	freezing point
charles darwin	kind of	scientist
mineral	kind of	object
food	at location	digestive system
make product	agent	manufacturer
pollute	result	pollutant
heat	patient	liquid
navigation	derivational morphology	navigate
control	agent	brain
road	kind of	object
rain storm	synonym	rainstorm
quarter	has property	last
steam	kind of	gas
same charge	causes	repel
cure disease	instrument	learn
fewer prey	result	compete
skin	has subcomponent	hair
sandpaper	kind of	object
warm up	synonym	increase temperature
siderite	has property	magnetic
erode	patient	soil
decomposer	instance of	role
drier	synonym	less water
organism	at location	environment
scratch	patient	soft material
acidic rainwater	has subcomponent	acid
greater	synonym	higher value
survive	instrument	warmth
place	synonym	position
burn	patient	biofuel
carnivore eat animal	has positive impact on	carnivore
westmoreland	at location	england
strengthen	patient	bone
human	has property	young
pull	instrument	magnet
transfer heat	instrument	thermal conductor
volcanoes	at location	ocean
angus	instance of	county
massachusetts	at location	united states of america
kilogram	kind of	weight
nervous system	has subcomponent	nerve
push	patient	switch
